name,country,latitude,longitude,timezone,population
Columbus,США,41.42973,-97.36838,America/Chicago,22797
Fremont,США,41.43333,-96.49808,America/Chicago,26474
Grand Island,США,40.92501,-98.34201,America/Chicago,51440
Hastings,США,40.58612,-98.38839,America/Chicago,24924
Kearney,США,40.69946,-99.08148,America/Chicago,33021
La Vista,США,41.18389,-96.03113,America/Chicago,16921
Lincoln,США,40.8,-96.66696,America/Chicago,294757
Norfolk,США,42.02834,-97.417,America/Chicago,24366
Omaha,США,41.25626,-95.94043,America/Chicago,486051
Papillion,США,41.15444,-96.04224,America/Chicago,19510
Bedford,США,42.94647,-71.5159,America/New_York,21188
Concord,США,43.20814,-71.53757,America/New_York,43976
Derry,США,42.88064,-71.32729,America/New_York,22015
Derry Village,США,42.89175,-71.31201,America/New_York,34539
Dover,США,43.19786,-70.87367,America/New_York,30880
East Concord,США,43.24202,-71.53813,America/New_York,42605
Keene,США,42.93369,-72.27814,America/New_York,23265
Laconia,США,43.52785,-71.47035,America/New_York,16227
Manchester,США,42.99564,-71.45479,America/New_York,110229
Merrimack,США,42.86509,-71.4934,America/New_York,26726
Nashua,США,42.76537,-71.46757,America/New_York,87970
Portsmouth,США,43.07704,-70.75766,America/New_York,21530
Rochester,США,43.30453,-70.97562,America/New_York,30038
Salem,США,42.78842,-71.20089,America/New_York,29549
Asbury Park,США,40.22039,-74.01208,America/New_York,15818
Avenel,США,40.58038,-74.28515,America/New_York,17011
Basking Ridge,США,40.70621,-74.54932,America/New_York,21424
Bayonne,США,40.66871,-74.11431,America/New_York,66311
Belleville,США,40.79371,-74.15014,America/New_York,36878
Bergenfield,США,40.9276,-73.99736,America/New_York,27621
Bloomfield,США,40.80677,-74.18542,America/New_York,49120
Brick,США,40.05928,-74.13708,America/New_York,76021
Carteret,США,40.57733,-74.2282,America/New_York,24170
Cliffside Park,США,40.82149,-73.98764,America/New_York,24857
Clifton,США,40.85843,-74.16376,America/New_York,86334
Colonia,США,40.57455,-74.30209,America/New_York,17795
Cranford,США,40.65844,-74.29959,America/New_York,22627
Denville,США,40.89232,-74.47738,America/New_York,16669
Dover,США,40.88399,-74.5621,America/New_York,18346
Dumont,США,40.94065,-73.99681,America/New_York,18001
East Brunswick,США,40.42788,-74.41598,America/New_York,48495
East Orange,США,40.76732,-74.20487,America/New_York,64949
Edison,США,40.51872,-74.4121,America/New_York,102548
Elizabeth,США,40.66399,-74.2107,America/New_York,129007
Elmwood Park,США,40.90399,-74.11848,America/New_York,20279
Englewood,США,40.89288,-73.97264,America/New_York,28539
Ewing,США,40.26983,-74.79988,America/New_York,36559
Fair Lawn,США,40.94038,-74.13181,America/New_York,33597
Fords,США,40.52927,-74.31598,America/New_York,15187
Fort Lee,США,40.85093,-73.97014,America/New_York,36672
Garfield,США,40.88149,-74.1132,America/New_York,31802
Hackensack,США,40.88593,-74.04347,America/New_York,44834
Harrison,США,40.74649,-74.15626,America/New_York,15474
Hawthorne,США,40.94926,-74.15375,America/New_York,19074
Hillsborough,США,40.4776,-74.62682,America/New_York,38303
Hillside,США,40.70121,-74.23015,America/New_York,22155
Hoboken,США,40.74399,-74.03236,America/New_York,53635
Hopatcong Hills,США,40.94399,-74.67072,America/New_York,16267
Irvington,США,40.73232,-74.23487,America/New_York,61323
Iselin,США,40.57538,-74.32237,America/New_York,18695
Jersey City,США,40.72816,-74.07764,America/New_York,264290
Kearny,США,40.76843,-74.14542,America/New_York,42137
Lakewood,США,40.09789,-74.21764,America/New_York,53805
Linden,США,40.62205,-74.24459,America/New_York,42021
Livingston,США,40.79593,-74.31487,America/New_York,27853
Lodi,США,40.88232,-74.0832,America/New_York,24835
Long Branch,США,40.30428,-73.99236,America/New_York,30941
Lyndhurst,США,40.81204,-74.12431,America/New_York,19996
Madison,США,40.75982,-74.4171,America/New_York,16126
Mahwah,США,41.08871,-74.14376,America/New_York,24062
Maplewood,США,40.73121,-74.27348,America/New_York,25008
Marlboro,США,40.31539,-74.24626,America/New_York,40191
Middletown,США,40.39428,-74.11709,America/New_York,65490
Montclair,США,40.82593,-74.20903,America/New_York,39701
Morristown,США,40.79677,-74.48154,America/New_York,18594
New Brunswick,США,40.48622,-74.45182,America/New_York,57035
New Milford,США,40.9351,-74.01903,America/New_York,16801
Newark,США,40.73566,-74.17237,America/New_York,281944
North Arlington,США,40.78843,-74.1332,America/New_York,15904
North Bergen,США,40.80427,-74.01208,America/New_York,63484
North Plainfield,США,40.6301,-74.42737,America/New_York,22140
Nutley,США,40.82232,-74.15987,America/New_York,27572
Old Bridge,США,40.41483,-74.36543,America/New_York,23753
Orange,США,40.77066,-74.23265,America/New_York,34457
Palisades Park,США,40.84816,-73.99764,America/New_York,20743
Paramus,США,40.94454,-74.07542,America/New_York,26974
Parsippany,США,40.85788,-74.42599,America/New_York,51144
Passaic,США,40.85677,-74.12848,America/New_York,71085
Paterson,США,40.91677,-74.17181,America/New_York,147754
Perth Amboy,США,40.50677,-74.26542,America/New_York,52682
Piscataway,США,40.49927,-74.39904,America/New_York,56044
Plainfield,США,40.63371,-74.40737,America/New_York,51217
Point Pleasant,США,40.08317,-74.06819,America/New_York,18523
Princeton,США,40.34872,-74.65905,America/New_York,29603
Rahway,США,40.60816,-74.27765,America/New_York,29508
Ramsey,США,41.05732,-74.14098,America/New_York,15102
Ridgewood,США,40.97926,-74.11653,America/New_York,25621
Roselle,США,40.65223,-74.25882,America/New_York,21670
Rutherford,США,40.82649,-74.10681,America/New_York,18690
Sayreville,США,40.45927,-74.36098,America/New_York,44920
Sayreville Junction,США,40.46538,-74.33043,America/New_York,42890
Scotch Plains,США,40.65538,-74.38987,America/New_York,23584
Secaucus,США,40.78955,-74.05653,America/New_York,19104
Somerset,США,40.4976,-74.48849,America/New_York,22083
South Old Bridge,США,40.40816,-74.35432,America/New_York,23233
South Orange,США,40.74899,-74.26126,America/New_York,17295
South Plainfield,США,40.57927,-74.41154,America/New_York,24290
South River,США,40.44649,-74.38598,America/New_York,16399
Sparta,США,41.03343,-74.63849,America/New_York,19722
Summit,США,40.71562,-74.36468,America/New_York,22074
Teaneck,США,40.8976,-74.01597,America/New_York,40078
Tinton Falls,США,40.30428,-74.10042,America/New_York,17772
Trenton,США,40.21705,-74.74294,America/New_York,89620
Union,США,40.6976,-74.2632,America/New_York,56771
Union City,США,40.77955,-74.02375,America/New_York,69156
Wayne,США,40.92538,-74.27654,America/New_York,57915
West Milford,США,41.13121,-74.36737,America/New_York,26968
West New York,США,40.78788,-74.01431,America/New_York,53366
West Orange,США,40.79871,-74.23904,America/New_York,48131
Westfield,США,40.65899,-74.34737,America/New_York,30548
Willingboro,США,40.02789,-74.86905,America/New_York,31668
Woodbridge,США,40.5576,-74.28459,America/New_York,19265
Wyckoff,США,41.00954,-74.17292,America/New_York,17124
Albany,США,42.65258,-73.75623,America/New_York,101228
Amherst,США,42.97839,-78.79976,America/New_York,122366
Amsterdam,США,42.93869,-74.18819,America/New_York,18008
Astoria,США,40.77205,-73.93014,America/New_York,150165
Auburn,США,42.93173,-76.56605,America/New_York,26985
Baldwin,США,40.65649,-73.6093,America/New_York,24033
Batavia,США,42.99812,-78.18752,America/New_York,15010
Bath Beach,США,40.60455,-74.00431,America/New_York,33080
Bay Shore,США,40.7251,-73.24539,America/New_York,26337
Baychester,США,40.86928,-73.83645,America/New_York,16274
Bayside,США,40.76844,-73.77708,America/New_York,66455
Bellmore,США,40.66871,-73.52707,America/New_York,16218
Bensonhurst,США,40.60177,-73.99403,America/New_York,60000
Bethpage,США,40.74427,-73.48207,America/New_York,16429
Binghamton,США,42.09869,-75.91797,America/New_York,46032
Borough Park,США,40.63399,-73.99681,America/New_York,149248
Brentwood,США,40.78121,-73.24623,America/New_York,60664
Brighton,США,43.14756,-77.55055,America/New_York,36609
Brighton Beach,США,40.57788,-73.95958,America/New_York,31462
The Bronx,США,40.84985,-73.86641,America/New_York,1385108
Brooklyn,США,40.6501,-73.94958,America/New_York,2736074
Brooklyn Heights,США,40.69538,-73.99375,America/New_York,20256
Brownsville,США,40.66094,-73.92014,America/New_York,74497
Buffalo,США,42.88645,-78.87837,America/New_York,258071
Bushwick,США,40.69427,-73.91875,America/New_York,112620
Cambria Heights,США,40.69455,-73.73847,America/New_York,20287
Canarsie,США,40.64372,-73.90069,America/New_York,87366
Centereach,США,40.85843,-73.09955,America/New_York,31578
Central Islip,США,40.79065,-73.20178,America/New_York,34450
Cheektowaga,США,42.90339,-78.75475,America/New_York,75178
Chinatown,США,40.71649,-73.99625,America/New_York,90000
Cicero,США,43.17562,-76.11937,America/New_York,31632
Clay,США,43.1859,-76.17243,America/New_York,58206
Clifton Park,США,42.86563,-73.77095,America/New_York,36705
Cohoes,США,42.77424,-73.70012,America/New_York,16538
College Point,США,40.7876,-73.84597,America/New_York,27307
Commack,США,40.84288,-73.29289,America/New_York,36124
Coney Island,США,40.57788,-73.99403,America/New_York,60000
Copiague,США,40.68149,-73.39984,America/New_York,22993
Coram,США,40.86871,-73.00149,America/New_York,39113
Corona,США,40.74705,-73.86014,America/New_York,109698
Cortland,США,42.60118,-76.18048,America/New_York,18907
Cypress Hills,США,40.67705,-73.89125,America/New_York,54944
Deer Park,США,40.76177,-73.32929,America/New_York,27745
Depew,США,42.90395,-78.69225,America/New_York,15146
Dix Hills,США,40.80482,-73.33623,America/New_York,26892
Dyker Heights,США,40.62149,-74.00958,America/New_York,34399
East Amherst,США,43.01839,-78.6967,America/New_York,24914
East Elmhurst,США,40.76121,-73.86514,America/New_York,23150
East Flatbush,США,40.65371,-73.93042,America/New_York,178464
East Meadow,США,40.71399,-73.55902,America/New_York,38132
East Massapequa,США,40.67343,-73.43651,America/New_York,19069
East New York,США,40.66677,-73.88236,America/New_York,173198
East Northport,США,40.87676,-73.32456,America/New_York,20217
East Patchogue,США,40.76704,-72.99622,America/New_York,22469
East Setauket,США,40.94149,-73.10594,America/New_York,17006
East Tremont,США,40.84538,-73.89097,America/New_York,22886
East Village,США,40.72927,-73.98736,America/New_York,62832
Eastchester,США,40.95833,-73.80861,America/New_York,19554
Eggertsville,США,42.96339,-78.80392,America/New_York,15019
Elmhurst,США,40.73649,-73.87791,America/New_York,113364
Elmira,США,42.0898,-76.80773,America/New_York,28213
Elmont,США,40.70094,-73.71291,America/New_York,33198
Emerson Hill,США,40.60872,-74.09598,America/New_York,15412
Far Rockaway,США,40.60538,-73.75513,America/New_York,39189
Farmingville,США,40.83121,-73.02955,America/New_York,15481
Flatbush,США,40.65205,-73.95903,America/New_York,93361
Flatlands,США,40.62122,-73.93486,America/New_York,63601
Floral Park,США,40.72371,-73.70485,America/New_York,15969
Fordham,США,40.85927,-73.89847,America/New_York,94678
Forest Hills,США,40.71621,-73.85014,America/New_York,67714
Fort Hamilton,США,40.61872,-74.0332,America/New_York,28966
Franklin Square,США,40.70732,-73.67596,America/New_York,29320
Freeport,США,40.6576,-73.58318,America/New_York,43334
Fresh Meadows,США,40.73482,-73.79347,America/New_York,28397
Garden City,США,40.72677,-73.6343,America/New_York,22612
Glen Cove,США,40.86232,-73.63374,America/New_York,27400
Glendale,США,40.70149,-73.8868,America/New_York,34389
Glenville,США,42.92924,-74.05207,America/New_York,29326
Gloversville,США,43.05285,-74.34375,America/New_York,15023
Grand Island,США,43.03311,-78.96254,America/New_York,20813
Graniteville,США,40.62483,-74.14848,America/New_York,15272
Gravesend,США,40.5976,-73.96514,America/New_York,112229
Great Kills,США,40.55427,-74.15153,America/New_York,22000
Greenburgh,США,41.03287,-73.84291,America/New_York,86764
Greenpoint,США,40.72371,-73.95097,America/New_York,34719
Harlem,США,40.80788,-73.94542,America/New_York,116345
Harrison,США,40.96899,-73.71263,America/New_York,28348
Hauppauge,США,40.82565,-73.20261,America/New_York,20882
Hell's Kitchen,США,40.76496,-73.9909,America/New_York,45884
Hempstead,США,40.70621,-73.61874,America/New_York,55547
Henrietta,США,43.05923,-77.61222,America/New_York,42581
Hicksville,США,40.76843,-73.52513,America/New_York,41547
Hillside,США,40.70788,-73.7868,America/New_York,24808
Holbrook,США,40.81232,-73.07844,America/New_York,27195
Hollis,США,40.71344,-73.76708,America/New_York,20269
Holtsville,США,40.81538,-73.04511,America/New_York,19714
Howard Beach,США,40.65788,-73.83625,America/New_York,26148
Huntington,США,40.86815,-73.42568,America/New_York,18046
Huntington Station,США,40.85343,-73.41151,America/New_York,33029
Hunts Point,США,40.8126,-73.88402,America/New_York,27204
Irondequoit,США,43.2134,-77.57972,America/New_York,51692
Islip,США,40.72982,-73.21039,America/New_York,18689
Ithaca,США,42.44063,-76.49661,America/New_York,30788
Jackson Heights,США,40.75566,-73.88541,America/New_York,67067
Jamaica,США,40.69149,-73.80569,America/New_York,216866
Jamestown,США,42.097,-79.23533,America/New_York,30075
Kenmore,США,42.96589,-78.87004,America/New_York,15160
Kensington,США,40.64621,-73.97069,America/New_York,39120
Kew Gardens,США,40.71427,-73.83097,America/New_York,18983
Kings Bridge,США,40.87871,-73.90514,America/New_York,75132
Kings Park,США,40.88621,-73.25734,America/New_York,17282
Kingston,США,41.92704,-73.99736,America/New_York,23436
Kiryas Joel,США,41.34204,-74.16792,America/New_York,32954
Lackawanna,США,42.82561,-78.82337,America/New_York,17965
Lake Ronkonkoma,США,40.8351,-73.13122,America/New_York,20155
Latham,США,42.74702,-73.75901,America/New_York,20736
Laurelton,США,40.67019,-73.74659,America/New_York,21053
Levittown,США,40.72593,-73.51429,America/New_York,51881
Lindenhurst,США,40.68677,-73.37345,America/New_York,27277
Lockport,США,43.17061,-78.69031,America/New_York,20624
Long Beach,США,40.58844,-73.65791,America/New_York,33550
Long Island City,США,40.74482,-73.94875,America/New_York,25595
Lynbrook,США,40.65483,-73.6718,America/New_York,19558
Mamaroneck,США,40.94871,-73.73263,America/New_York,19375
Manhattan,США,40.78343,-73.96625,America/New_York,1487536
Mariners Harbor,США,40.63677,-74.15875,America/New_York,19905
Maspeth,США,40.72316,-73.91264,America/New_York,48325
Massapequa,США,40.68066,-73.47429,America/New_York,21685
Massapequa Park,США,40.68038,-73.45512,America/New_York,17232
Mastic,США,40.80204,-72.84094,America/New_York,15481
Medford,США,40.8176,-73.00011,America/New_York,24142
Melrose,США,40.82455,-73.91041,America/New_York,22470
Melville,США,40.79343,-73.41512,America/New_York,18985
Merrick,США,40.66288,-73.55152,America/New_York,22097
Middle Village,США,40.71649,-73.88125,America/New_York,29491
Middletown,США,41.44593,-74.42293,America/New_York,27812
Mineola,США,40.74927,-73.64068,America/New_York,19139
Monsey,США,41.11121,-74.06848,America/New_York,18412
Morris Heights,США,40.84982,-73.91986,America/New_York,40982
Morrisania,США,40.82927,-73.90653,America/New_York,23127
Mott Haven,США,40.80899,-73.92291,America/New_York,51450
Mount Vernon,США,40.9126,-73.83708,America/New_York,68628
Nanuet,США,41.08871,-74.01347,America/New_York,17882
New City,США,41.1476,-73.98931,America/New_York,33559
New Rochelle,США,40.91149,-73.78235,America/New_York,79846
New Springville,США,40.59344,-74.1632,America/New_York,20756
New York City,США,40.71427,-74.00597,America/New_York,8804190
Newburgh,США,41.50343,-74.01042,America/New_York,28290
Niagara Falls,США,43.0945,-79.05671,America/New_York,48916
North Amityville,США,40.6976,-73.42512,America/New_York,17862
North Babylon,США,40.71649,-73.32179,America/New_York,17509
North Bay Shore,США,40.753,-73.2602,America/New_York,18944
North Bellmore,США,40.69149,-73.53346,America/New_York,19941
North Massapequa,США,40.70093,-73.46207,America/New_York,17886
North Tonawanda,США,43.03867,-78.8642,America/New_York,30785
North Valley Stream,США,40.6851,-73.7018,America/New_York,16628
Oceanside,США,40.63871,-73.64013,America/New_York,32109
Ossining,США,41.16287,-73.86152,America/New_York,25441
Oswego,США,43.45535,-76.5105,America/New_York,17787
Ozone Park,США,40.67677,-73.84375,America/New_York,53985
Park Slope,США,40.6701,-73.98597,America/New_York,65047
Parkchester,США,40.83899,-73.86041,America/New_York,65876
Pearl River,США,41.05899,-74.02181,America/New_York,15876
Peekskill,США,41.29009,-73.92042,America/New_York,24043
Plainview,США,40.77649,-73.46735,America/New_York,26217
Plattsburgh,США,44.69949,-73.45291,America/New_York,19806
Port Chester,США,41.00176,-73.66568,America/New_York,29620
Port Richmond,США,40.63316,-74.13653,America/New_York,15470
Port Washington,США,40.82566,-73.69819,America/New_York,15846
Poughkeepsie,США,41.70037,-73.92097,America/New_York,30371
Queens Village,США,40.72677,-73.74152,America/New_York,51919
Queens,США,40.68149,-73.83652,America/New_York,2316841
Queensbury,США,43.37729,-73.61317,America/New_York,27703
Rego Park,США,40.72649,-73.85264,America/New_York,43925
Richmond Hill,США,40.69983,-73.83125,America/New_York,98984
Ridgewood,США,40.7001,-73.90569,America/New_York,69317
Rochester,США,43.15478,-77.61556,America/New_York,209802
Rockville Centre,США,40.65871,-73.64124,America/New_York,24201
Rome,США,43.21285,-75.45573,America/New_York,32573
Ronkonkoma,США,40.821,-73.143,America/New_York,19082
Roosevelt,США,40.67871,-73.58902,America/New_York,16258
Rosedale,США,40.66205,-73.73541,America/New_York,25812
Rossville,США,40.54929,-74.21019,America/New_York,18792
Rotterdam,США,42.78702,-73.97096,America/New_York,20652
Rye,США,40.98065,-73.68374,America/New_York,16046
Saratoga Springs,США,43.08313,-73.78457,America/New_York,27765
Sayville,США,40.73593,-73.08206,America/New_York,16853
Scarsdale,США,41.0051,-73.78458,America/New_York,17885
Schenectady,США,42.81424,-73.93957,America/New_York,65305
Seaford,США,40.66593,-73.48818,America/New_York,15294
Selden,США,40.86649,-73.03566,America/New_York,19851
Sheepshead Bay,США,40.59122,-73.94458,America/New_York,122534
Shirley,США,40.80149,-72.8676,America/New_York,27854
Smithtown,США,40.85593,-73.20067,America/New_York,26470
South Ozone Park,США,40.6701,-73.81902,America/New_York,75878
Springfield Gardens,США,40.66312,-73.76221,America/New_York,30515
Spring Valley,США,41.11315,-74.04375,America/New_York,32598
Staten Island,США,40.56233,-74.13986,America/New_York,468730
Sunnyside,США,40.73982,-73.93542,America/New_York,49833
Syosset,США,40.82621,-73.50207,America/New_York,18829
Syracuse,США,43.04812,-76.14742,America/New_York,144142
Terrace Heights,США,40.72149,-73.7693,America/New_York,15421
Throgs Neck,США,40.8226,-73.81958,America/New_York,33683
Tremont,США,40.84954,-73.90569,America/New_York,22870
Troy,США,42.72841,-73.69179,America/New_York,49906
Uniondale,США,40.70038,-73.59291,America/New_York,24759
Unionport,США,40.82732,-73.85013,America/New_York,23895
University Heights,США,40.8601,-73.9093,America/New_York,27935
Upper West Side,США,40.78705,-73.97542,America/New_York,226989
Utica,США,43.1009,-75.23266,America/New_York,61100
Valley Stream,США,40.66427,-73.70846,America/New_York,37962
Van Nest,США,40.84843,-73.86375,America/New_York,23700
Vestal,США,42.08507,-76.05381,America/New_York,28043
Wakefield,США,40.89788,-73.85236,America/New_York,52201
Wantagh,США,40.68371,-73.51013,America/New_York,18871
Washington Heights,США,40.8501,-73.93541,America/New_York,152613
Watertown,США,43.97478,-75.91076,America/New_York,26780
West Albany,США,42.68313,-73.77845,America/New_York,93794
West Babylon,США,40.71816,-73.35429,America/New_York,43213
West Hempstead,США,40.70482,-73.65013,America/New_York,18862
West Islip,США,40.70621,-73.30623,America/New_York,28335
West Seneca,США,42.85006,-78.79975,America/New_York,44711
Westbury,США,40.75566,-73.58763,America/New_York,15379
White Plains,США,41.03399,-73.76291,America/New_York,58459
Whitestone,США,40.79455,-73.81847,America/New_York,36984
Williamsburg,США,40.71427,-73.95347,America/New_York,33000
Wilton,США,43.18007,-73.74429,America/New_York,17361
Woodhaven,США,40.68927,-73.85791,America/New_York,36555
Woodmere,США,40.63205,-73.71263,America/New_York,17121
Woodrow,США,40.5415,-74.19106,America/New_York,21005
Woodside,США,40.74538,-73.90541,America/New_York,41981
Yonkers,США,40.9304,-73.89789,America/New_York,201116
Akron,США,41.08144,-81.51901,America/New_York,197542
Alliance,США,40.91534,-81.10593,America/New_York,22055
Ashland,США,40.86867,-82.31822,America/New_York,20317
Ashtabula,США,41.86505,-80.78981,America/New_York,18371
Aurora,США,41.31755,-81.34539,America/New_York,15838
Austintown,США,41.10172,-80.76452,America/New_York,29677
Avon,США,41.45171,-82.03542,America/New_York,22544
Avon Center,США,41.45976,-82.01959,America/New_York,15724
Avon Lake,США,41.50532,-82.0282,America/New_York,23453
Barberton,США,41.01283,-81.60512,America/New_York,26234
Bay Village,США,41.48477,-81.92208,America/New_York,15402
Berea,США,41.36616,-81.8543,America/New_York,18874
Boardman,США,41.02423,-80.66285,America/New_York,35376
Bowling Green,США,41.37477,-83.65132,America/New_York,31246
Broadview Heights,США,41.31394,-81.68513,America/New_York,19229
Brook Park,США,41.39838,-81.80458,America/New_York,18809
Brunswick,США,41.23811,-81.8418,America/New_York,34689
Canton,США,40.79895,-81.37845,America/New_York,71885
Cleveland,США,41.4995,-81.69541,America/New_York,365379
Collinwood,США,41.55838,-81.56929,America/New_York,34220
Cuyahoga Falls,США,41.13394,-81.48456,America/New_York,49146
Defiance,США,41.28449,-84.35578,America/New_York,16776
Delaware,США,40.29867,-83.06797,America/New_York,37995
Dublin,США,40.09923,-83.11408,America/New_York,45098
East Cleveland,США,41.53311,-81.57901,America/New_York,17344
Eastlake,США,41.65394,-81.45039,America/New_York,18232
Elyria,США,41.36838,-82.10765,America/New_York,53775
Euclid,США,41.5931,-81.52679,America/New_York,47676
Fairview Park,США,41.44144,-81.8643,America/New_York,16407
Findlay,США,41.04422,-83.64993,America/New_York,41149
Fremont,США,41.35033,-83.12186,America/New_York,16297
Gahanna,США,40.01923,-82.87934,America/New_York,34590
Garfield Heights,США,41.417,-81.60596,America/New_York,28097
Glenville,США,41.53338,-81.61735,America/New_York,23559
Green,США,40.94589,-81.48317,America/New_York,25898
Hilliard,США,40.0334,-83.15825,America/New_York,33649
Hough,США,41.512,-81.63652,America/New_York,16359
Hudson,США,41.24006,-81.44067,America/New_York,22437
Kent,США,41.15367,-81.35789,America/New_York,29810
Lakewood,США,41.48199,-81.79819,America/New_York,50656
Lima,США,40.74255,-84.10523,America/New_York,37873
Lorain,США,41.45282,-82.18237,America/New_York,63647
Mansfield,США,40.75839,-82.51545,America/New_York,46830
Maple Heights,США,41.41533,-81.56596,America/New_York,22631
Marion,США,40.58867,-83.12852,America/New_York,36363
Marysville,США,40.23645,-83.36714,America/New_York,22817
Massillon,США,40.79672,-81.52151,America/New_York,32252
Mayfield Heights,США,41.51922,-81.4579,America/New_York,18840
Medina,США,41.13839,-81.86375,America/New_York,26339
Mentor,США,41.66616,-81.33955,America/New_York,46901
Middleburg Heights,США,41.36144,-81.81291,America/New_York,15696
Mount Vernon,США,40.3934,-82.48572,America/New_York,16742
New Philadelphia,США,40.48979,-81.44567,America/New_York,17484
Newark,США,40.05812,-82.40126,America/New_York,47986
Niles,США,41.18284,-80.76536,America/New_York,18651
North Canton,США,40.87589,-81.40234,America/New_York,17441
North Olmsted,США,41.4156,-81.92347,America/New_York,32004
North Ridgeville,США,41.38949,-82.01903,America/New_York,32483
North Royalton,США,41.31366,-81.72457,America/New_York,30311
Norwalk,США,41.24255,-82.61573,America/New_York,16827
Oregon,США,41.64366,-83.48688,America/New_York,20102
Painesville,США,41.72449,-81.24566,America/New_York,19776
Parma,США,41.40477,-81.72291,America/New_York,79937
Parma Heights,США,41.39005,-81.75958,America/New_York,20246
Perrysburg,США,41.557,-83.62716,America/New_York,21423
Piqua,США,40.14477,-84.24244,America/New_York,20790
Rocky River,США,41.4756,-81.8393,America/New_York,20376
Sandusky,США,41.44894,-82.70796,America/New_York,25212
Shaker Heights,США,41.47394,-81.53707,America/New_York,27646
Sidney,США,40.28422,-84.1555,America/New_York,20858
Solon,США,41.38978,-81.44123,America/New_York,23043
South Euclid,США,41.52311,-81.51846,America/New_York,21794
Steubenville,США,40.36979,-80.63396,America/New_York,18219
Stow,США,41.1595,-81.44039,America/New_York,34797
Streetsboro,США,41.23922,-81.34594,America/New_York,16312
Strongsville,США,41.3145,-81.83569,America/New_York,44668
Sylvania,США,41.71894,-83.71299,America/New_York,18965
Tallmadge,США,41.10145,-81.44178,America/New_York,17512
Tiffin,США,41.1145,-83.17797,America/New_York,17687
Toledo,США,41.66394,-83.55521,America/New_York,265638
Troy,США,40.0395,-84.20328,America/New_York,25659
Twinsburg,США,41.31256,-81.44011,America/New_York,18872
Wadsworth,США,41.02561,-81.72985,America/New_York,21860
Warren,США,41.23756,-80.81842,America/New_York,40245
Westerville,США,40.12617,-82.92907,America/New_York,38384
Westlake,США,41.45532,-81.91792,America/New_York,32428
Willoughby,США,41.63977,-81.4065,America/New_York,22631
Wooster,США,40.80517,-81.93646,America/New_York,26749
Youngstown,США,41.09978,-80.64952,America/New_York,64628
Abington,США,40.12067,-75.11795,America/New_York,55310
Allentown,США,40.60843,-75.49018,America/New_York,120207
Allison Park,США,40.55951,-79.95867,America/New_York,21552
Altoona,США,40.51868,-78.39474,America/New_York,45344
Back Mountain,США,41.33591,-75.99631,America/New_York,26973
Baldwin,США,40.33813,-79.97894,America/New_York,19819
Bensalem,США,40.10455,-74.95128,America/New_York,60427
Bethel Park,США,40.32757,-80.0395,America/New_York,32118
Bethlehem,США,40.62593,-75.37046,America/New_York,74892
Bustleton,США,40.08261,-75.03156,America/New_York,32655
Carlisle,США,40.20148,-77.18887,America/New_York,19143
Easton,США,40.68843,-75.22073,America/New_York,26915
Erie,США,42.12922,-80.08506,America/New_York,99475
Fox Chase,США,40.08122,-75.08017,America/New_York,19730
Frankford,США,40.01384,-75.07859,America/New_York,23503
Harrisburg,США,40.2737,-76.88442,America/New_York,50183
Hazleton,США,40.95842,-75.97465,America/New_York,24825
Hermitage,США,41.23339,-80.44868,America/New_York,16028
Holmesburg,США,40.0415,-75.02795,America/New_York,28046
Hunting Park,США,40.0165,-75.14379,America/New_York,17682
Johnstown,США,40.32674,-78.92197,America/New_York,19966
Juniata Park,США,40.00845,-75.10879,America/New_York,17643
King of Prussia,США,40.08927,-75.39602,America/New_York,19936
Lancaster,США,40.03788,-76.30551,America/New_York,59339
Lansdale,США,40.2415,-75.28379,America/New_York,16512
Lawndale,США,40.05039,-75.09156,America/New_York,24134
Lebanon,США,40.34093,-76.41135,America/New_York,25534
Levittown,США,40.15511,-74.82877,America/New_York,52983
Limerick,США,40.23093,-75.52212,America/New_York,18074
Logan,США,40.02845,-75.15157,America/New_York,21926
McKeesport,США,40.34785,-79.86422,America/New_York,19453
Monroeville,США,40.42118,-79.7881,America/New_York,28176
Mount Lebanon,США,40.35535,-80.0495,America/New_York,32730
Murrysville,США,40.4284,-79.69755,America/New_York,20134
New Castle,США,41.00367,-80.34701,America/New_York,22375
Nicetown-Tioga,США,40.00989,-75.16387,America/New_York,17382
Norristown,США,40.1215,-75.3399,America/New_York,34412
Olney,США,40.04122,-75.12379,America/New_York,39154
Oxford Circle,США,40.05011,-75.07184,America/New_York,48856
Parkwood Manor,США,40.09344,-74.96795,America/New_York,16787
Penn Hills,США,40.50118,-79.83922,America/New_York,44610
Phoenixville,США,40.13038,-75.51491,America/New_York,16658
Pittsburgh,США,40.44062,-79.99589,America/New_York,304391
Plum,США,40.50035,-79.74949,America/New_York,27505
Pottstown,США,40.24537,-75.64963,America/New_York,22664
Radnor,США,40.04622,-75.35991,America/New_York,30878
Reading,США,40.33565,-75.92687,America/New_York,87879
Rhawnhurst,США,40.06178,-75.05573,America/New_York,25581
Scranton,США,41.40916,-75.6649,America/New_York,77118
Somerton,США,40.12344,-75.01489,America/New_York,33247
State College,США,40.79339,-77.86,America/New_York,42161
Tacony,США,40.03122,-75.04434,America/New_York,17846
Upper Saint Clair,США,40.3359,-80.08339,America/New_York,19229
Wayne,США,40.044,-75.38769,America/New_York,30892
West Mifflin,США,40.3634,-79.86644,America/New_York,20075
